spectrum,cluster,sa_flag,r_factor_original,r_factor_sa,improvement_pct,best_sa_alpha,sa_confirmed,orig_refs,sa_refs
FeXANES_GT15_FeTiXRD_striated2_1.001,4,possible,0.0195435681179934,0.0195435681179934,0.0,,False,"Biotite, Mackinawite, Siderite-s","Biotite, Mackinawite, Siderite-s"
FeXANES_GT15_FeTiXRD_striated2_2.001,4,possible,0.015557266585190133,0.015557266585190133,0.0,,False,"Biotite, Mackinawite, Siderite-s","Biotite, Mackinawite, Siderite-s"
FeXANES_GT15_FeTiXRD_striated2_3.001,4,possible,0.014954086639958297,0.014954086639958297,0.0,,False,"Mackinawite (aged), Mackinawite, Siderite-s","Mackinawite (aged), Mackinawite, Siderite-s"
FeXANES_GT15_FeTiXRD_striated2_5.001,5,possible,0.021688348044636582,0.01640971052496767,24.338587285693674,6L-Fhy_SA_0.8,True,"Mackinawite, Maghemite, Siderite-s","Mackinawite, Siderite-n, 6L-Fhy_SA_0.8"
FeXANES_GT15_FeTiXRD_striated2_6.001,3,possible,0.028677259508041453,0.028677259508041453,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
FeXANES_GT15_FeTiXRD_striated2_7.001,4,possible,0.015240158408257872,0.015240158408257872,0.0,,False,"Biotite, Pyrrhotite, Siderite-s","Biotite, Pyrrhotite, Siderite-s"
FeXANES_GT15_FeTiXRD_striated2_8.001,3,possible,0.03099249771389661,0.03099249771389661,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
FeXANES_GT15_Fe_1.001,3,possible,0.03150600547104757,0.03150600547104757,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
FeXANES_GT15_Fe_3.001,1,possible,0.007664233424987005,0.007664233424987005,0.0,,False,"Green Rust - Carbonate, Siderite-n, Siderite-s","Green Rust - Carbonate, Siderite-n, Siderite-s"
FeXANES_GT15_Fe_4.001,4,possible,0.03079218078265866,0.03079218078265866,0.0,,False,"Biotite, Mackinawite, Siderite-s","Biotite, Mackinawite, Siderite-s"
FeXANES_GT15_Fe_5.001,5,possible,0.021996175065082422,0.017156885635546286,22.000595172649863,6L-Fhy_SA_0.8,True,"Maghemite, Siderite-s, Vivianite","Mackinawite, Siderite-n, 6L-Fhy_SA_0.8"
FeXANES_GT15_Fe_6.001,4,possible,0.01896611665934336,0.01896611665934336,0.0,,False,"Biotite, Pyrrhotite, Siderite-s","Biotite, Pyrrhotite, Siderite-s"
FeXANES_GT15_flaky_gray_mix_Fe_3.001,5,possible,0.01583606383827893,0.01583606383827893,0.0,,False,"Augite, Jarosite, Mackinawite (aged)","Augite, Jarosite, Mackinawite (aged)"
FeXANES_GT15_rectangles_Fe_1.001,3,possible,0.029918352945890046,0.029918352945890046,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
FeXANES_GT15_rectangles_Fe_2.001,3,possible,0.031148562493737358,0.031148562493737358,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
FeXANES_GT15_rectangles_Fe_3.001,3,possible,0.025201388965785564,0.025201388965785564,0.0,,False,"Biotite, Mackinawite, Siderite-n","Biotite, Mackinawite, Siderite-n"
FeXANES_GT15_rectangles_Fe_5.001,1,possible,0.008251807054439687,0.008251807054439687,0.0,,False,"Biotite, Ilmenite, Siderite-s","Biotite, Ilmenite, Siderite-s"
FeXANES_GT15_super_dark_Fe_1.001,1,possible,0.011734078636266645,0.011734078636266645,0.0,,False,"Augite, Mackinawite (aged), Vivianite","Augite, Mackinawite (aged), Vivianite"
FeXANES_GT15_super_dark_Fe_12.001,5,possible,0.02147106083954867,0.02093169425789239,2.512063030732017,empirical_SA_C2,False,"Ferrosmectite, Jarosite, Mackinawite (aged)","Jarosite, Mackinawite (aged), empirical_SA_C2"
FeXANES_GT15_super_dark_Fe_13.001,5,possible,0.026919043024635752,0.02615381797291228,2.842690399592409,empirical_SA_C2,False,"Jarosite, Mackinawite (aged), Nontronite","Mackinawite (aged), Nontronite, empirical_SA_C2"
FeXANES_GT15_super_dark_Fe_15.001,2,possible,0.01459895667317724,0.01459895667317724,0.0,,False,"Ferrosmectite, Mackinawite (aged), Vivianite","Ferrosmectite, Mackinawite (aged), Vivianite"
FeXANES_GT15_super_dark_Fe_18.001,3,possible,0.02535475923128966,0.02535475923128966,0.0,,False,"Biotite, Mackinawite, Siderite-n","Biotite, Mackinawite, Siderite-n"
FeXANES_GT15_super_dark_Fe_8.001,3,possible,0.028271429194328613,0.028271429194328613,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
FeXANES_GT5_Fe_Flaky1_1.001,1,possible,0.010357345632183013,0.010088152384314875,2.59905633574382,6L-Fhy_SA_0.8,False,"Biotite, Schwertmannite, Siderite-s","Biotite, Schwertmannite, 6L-Fhy_SA_0.8"
FeXANES_GT5_Fe_Flaky1_3.001,4,possible,0.0105700056520093,0.0105700056520093,0.0,,False,"Biotite, Mackinawite (aged), Siderite-s","Biotite, Mackinawite (aged), Siderite-s"
FeXANES_GT5_Fe_Flaky1_4.001,1,possible,0.008184760786467165,0.008184760786467165,0.0,,False,"Biotite, Ferrosmectite, Siderite-s","Biotite, Ferrosmectite, Siderite-s"
FeXANES_GT5_concentric_gray1_Fe_2.001,1,possible,0.01100171062605961,0.010417971260069684,5.305896381306646,6L-Fhy_SA_0.8,False,"Biotite, Ilmenite, Pyrrhotite","Biotite, Pyrrhotite, 6L-Fhy_SA_0.8"
FeXANES_GT5_concentric_gray1_Fe_5.001,1,possible,0.013287868064575072,0.013287868064575072,0.0,,False,"Biotite, Green Rust - Carbonate, Mackinawite (aged)","Biotite, Green Rust - Carbonate, Mackinawite (aged)"
FeXANES_GT5_concentric_gray1_Fe_6.001,1,possible,0.01821921507639294,0.01821921507639294,0.0,,False,"Biotite, Green Rust - Carbonate, Mackinawite (aged)","Biotite, Green Rust - Carbonate, Mackinawite (aged)"
FeXANES_GT5_concentric_gray3_Fe_1.001,5,possible,0.016841420824916138,0.016841420824916138,0.0,,False,"Jarosite, Mackinawite (aged), Vivianite","Jarosite, Mackinawite (aged), Vivianite"
FeXANES_GT5_concentric_gray3_Fe_10.001,5,possible,0.012595110224808824,0.011055828114353213,12.221267483818112,6L-Fhy_SA_0.5,False,"Augite, Ilmenite, Mackinawite (aged)","Hornblende, Mackinawite (aged), 6L-Fhy_SA_0.5"
FeXANES_GT5_concentric_gray3_Fe_11.001,5,possible,0.012924649127469455,0.009250622875125566,28.426506716807364,6L-Fhy_SA_0.8,True,"Ilmenite, Mackinawite (aged), Siderite-s","6L-Fhy, Mackinawite (aged), 6L-Fhy_SA_0.8"
FeXANES_GT5_concentric_gray3_Fe_4.001,2,possible,0.009766356806563535,0.009766356806563535,0.0,,False,"Biotite, Hematite, Ilmenite","Biotite, Hematite, Ilmenite"
FeXANES_GT5_concentric_gray3_Fe_5.001,4,possible,0.016370441428508797,0.016370441428508797,0.0,,False,"Biotite, Mackinawite, Siderite-s","Biotite, Mackinawite, Siderite-s"
FeXANES_GT5_concentric_gray3_Fe_6.001,4,possible,0.014774260992711867,0.014774260992711867,0.0,,False,"Mackinawite (aged), Mackinawite, Siderite-s","Mackinawite (aged), Mackinawite, Siderite-s"
FeXANES_GT5_concentric_gray3_Fe_7.001,4,possible,0.015884858412198735,0.015884858412198735,0.0,,False,"Biotite, Mackinawite, Siderite-s","Biotite, Mackinawite, Siderite-s"
FeXANES_GT5_concentric_gray3_Fe_8.001,1,possible,0.016140343976047727,0.016140343976047727,0.0,,False,"Hornblende, Mackinawite (aged), Vivianite","Hornblende, Mackinawite (aged), Vivianite"
FeXANES_GT5_concentric_gray3_Fe_9.001,1,possible,0.013867060089842507,0.013867060089842507,0.0,,False,"Hornblende, Mackinawite (aged), Vivianite","Hornblende, Mackinawite (aged), Vivianite"
FeXANES_GT5_flaky2_FeXRD_17.001,1,possible,0.018512324364258488,0.018512324364258488,0.0,,False,"Augite, Pyrrhotite, Vivianite","Augite, Pyrrhotite, Vivianite"
FeXANES_GT5_flaky2_FeXRD_18.001,1,possible,0.01676058866953743,0.01676058866953743,0.0,,False,"Augite, Pyrrhotite, Vivianite","Augite, Pyrrhotite, Vivianite"
FeXANES_GT5_flaky2_Fe_1.001,1,possible,0.01138016131238032,0.01138016131238032,0.0,,False,"Augite, Mackinawite (aged), Siderite-s","Augite, Mackinawite (aged), Siderite-s"
FeXANES_GT5_flaky2_Fe_11.001,4,possible,0.01450532527334377,0.01450532527334377,0.0,,False,"Augite, Mackinawite, Siderite-s","Augite, Mackinawite, Siderite-s"
FeXANES_GT5_flaky2_Fe_12.001,4,possible,0.012152657078435117,0.012152657078435117,0.0,,False,"Hornblende, Mackinawite (aged), Siderite-s","Hornblende, Mackinawite (aged), Siderite-s"
FeXANES_GT5_flaky2_Fe_13.001,4,possible,0.01565027385707863,0.01565027385707863,0.0,,False,"Biotite, Mackinawite, Siderite-s","Biotite, Mackinawite, Siderite-s"
FeXANES_GT5_flaky2_Fe_14.001,4,possible,0.019380357880681633,0.019380357880681633,0.0,,False,"Biotite, Mackinawite (aged), Siderite-n","Biotite, Mackinawite (aged), Siderite-n"
FeXANES_GT5_flaky2_Fe_15.001,4,possible,0.014234715418571495,0.014234715418571495,0.0,,False,"Biotite, Mackinawite, Siderite-s","Biotite, Mackinawite, Siderite-s"
FeXANES_GT5_flaky2_Fe_16.001,4,possible,0.013392809096580105,0.013392809096580105,0.0,,False,"Biotite, Mackinawite (aged), Siderite-s","Biotite, Mackinawite (aged), Siderite-s"
FeXANES_GT5_flaky2_Fe_167.001,4,possible,0.013092493015787108,0.013092493015787108,0.0,,False,"Mackinawite (aged), Mackinawite, Siderite-s","Mackinawite (aged), Mackinawite, Siderite-s"
FeXANES_GT5_flaky2_Fe_18.001,4,possible,0.011378421502308876,0.011378421502308876,0.0,,False,"Mackinawite (aged), Mackinawite, Siderite-s","Mackinawite (aged), Mackinawite, Siderite-s"
FeXANES_GT5_flaky2_Fe_25.001,2,possible,0.011778431412253093,0.011778431412253093,0.0,,False,"Augite, Ferrosmectite, Lepidocrocite","Augite, Ferrosmectite, Lepidocrocite"
FeXANES_GT5_flaky2_Fe_26.001,2,possible,0.011300696753467945,0.011300696753467945,0.0,,False,"Augite, Ferrosmectite, Lepidocrocite","Augite, Ferrosmectite, Lepidocrocite"
FeXANES_GT5_flaky2_Fe_27.001,2,possible,0.01025110439523569,0.01025110439523569,0.0,,False,"Augite, Ferrosmectite, Lepidocrocite","Augite, Ferrosmectite, Lepidocrocite"
FeXANES_GT5_flaky2_Fe_28.001,2,possible,0.00661103348904138,0.004955971972042569,25.034837892476027,empirical_SA_C2,True,"2L-Fhy, Biotite, Goethite","Biotite, Goethite on sand, empirical_SA_C2"
FeXANES_GT5_flaky2_Fe_29.001,4,possible,0.022842160379177228,0.022842160379177228,0.0,,False,"Biotite, FeS, Mackinawite (aged)","Biotite, FeS, Mackinawite (aged)"
FeXANES_GT5_flaky2_Fe_30.001,1,possible,0.017418162161619757,0.017418162161619757,0.0,,False,"Biotite, Green Rust - Sulfate, Hematite","Biotite, Green Rust - Sulfate, Hematite"
FeXANES_GT5_flaky2_Fe_4.001,2,possible,0.013696781128745632,0.013696781128745632,0.0,,False,"Augite, Ferrosmectite, Lepidocrocite","Augite, Ferrosmectite, Lepidocrocite"
FeXANES_GT5_flaky2_Fe_5.001,1,possible,0.02636913680194542,0.02636913680194542,0.0,,False,"Biotite, Hematite, Pyrrhotite","Biotite, Hematite, Pyrrhotite"
FeXANES_GT5_flaky_nodule_Fe.001,4,possible,0.0464365525946189,0.0464365525946189,0.0,,False,"Biotite, Mackinawite, Maghemite","Biotite, Mackinawite, Maghemite"
FeXANES_GT5_flaky_nodule_Fe_10.001,5,possible,0.011192382953364546,0.011192382953364546,0.0,,False,"Biotite, Hematite, Siderite-s","Biotite, Hematite, Siderite-s"
FeXANES_GT5_flaky_nodule_Fe_2.001,4,possible,0.033931560197509286,0.033931560197509286,0.0,,False,"Biotite, FeS, Maghemite","Biotite, FeS, Maghemite"
FeXANES_GT5_flaky_nodule_Fe_3.001,4,possible,0.0459511920177003,0.0459511920177003,0.0,,False,"Biotite, FeS, Maghemite","Biotite, FeS, Maghemite"
FeXANES_GT5_flaky_nodule_Fe_4.001,4,possible,0.04302642476262138,0.04302642476262138,0.0,,False,"Biotite, Mackinawite, Maghemite","Biotite, Mackinawite, Maghemite"
FeXANES_GT5_flaky_nodule_Fe_5.001,4,possible,0.04234524974791488,0.04234524974791488,0.0,,False,"Biotite, Mackinawite, Maghemite","Biotite, Mackinawite, Maghemite"
FeXANES_GT5_flaky_nodule_Fe_6.001,4,possible,0.035641726373067194,0.035641726373067194,0.0,,False,"Biotite, FeS, Maghemite","Biotite, FeS, Maghemite"
FeXANES_GT5_flaky_nodule_Fe_7.001,5,possible,0.013547629723117972,0.007117694376206045,47.46169978309744,empirical_SA_C2,True,"Ilmenite, Siderite-s, Vivianite","Biotite, Siderite-s, empirical_SA_C2"
FeXANES_GT5_flaky_nodule_Fe_8.001,2,possible,0.013215365800265515,0.00895301535486496,32.25298875430991,empirical_SA_C2,True,"Goethite, Maghemite, Vivianite","Biotite, Nontronite, empirical_SA_C2"
FeXANES_GT5_flakysmooth2_Fe_1.001,4,possible,0.015874146597773454,0.015874146597773454,0.0,,False,"Mackinawite (aged), Mackinawite, Siderite-s","Mackinawite (aged), Mackinawite, Siderite-s"
FeXANES_GT5_flakysmooth2_Fe_12.001,4,possible,0.017631812877137908,0.017631812877137908,0.0,,False,"Biotite, Pyrrhotite, Siderite-s","Biotite, Pyrrhotite, Siderite-s"
FeXANES_GT5_flakysmooth2_Fe_14.001,4,possible,0.01974736938796607,0.01974736938796607,0.0,,False,"Green Rust - Carbonate, Mackinawite (aged), Vivianite","Green Rust - Carbonate, Mackinawite (aged), Vivianite"
FeXANES_GT5_flakysmooth2_Fe_15.001,1,possible,0.01974610983278041,0.01974610983278041,0.0,,False,"Hornblende, Mackinawite (aged), Vivianite","Hornblende, Mackinawite (aged), Vivianite"
FeXANES_GT5_flakysmooth2_Fe_16.001,4,possible,0.01533305555556538,0.014563765012455359,5.017203129031869,6L-Fhy_SA_0.8,False,"Mackinawite (aged), Mackinawite, Siderite-s","Mackinawite, Siderite-s, 6L-Fhy_SA_0.8"
FeXANES_GT5_flakysmooth2_Fe_17.001,4,possible,0.01387087860564598,0.01258604745973252,9.262795691907238,6L-Fhy_SA_0.8,False,"Ilmenite, Mackinawite (aged), Siderite-s","Mackinawite (aged), Siderite-s, 6L-Fhy_SA_0.8"
FeXANES_GT5_flakysmooth2_Fe_18.001,4,possible,0.015772859204880984,0.015772859204880984,0.0,,False,"Green Rust - Carbonate, Mackinawite (aged), Vivianite","Green Rust - Carbonate, Mackinawite (aged), Vivianite"
FeXANES_GT5_flakysmooth2_Fe_19.001,5,possible,0.012825218800579694,0.012825218800579694,0.0,,False,"Hematite on sand, Mackinawite (aged), Vivianite","Hematite on sand, Mackinawite (aged), Vivianite"
FeXANES_GT5_flakysmooth2_Fe_2.001,4,possible,0.016337520694076384,0.016337520694076384,0.0,,False,"Mackinawite (aged), Mackinawite, Siderite-s","Mackinawite (aged), Mackinawite, Siderite-s"
FeXANES_GT5_flakysmooth2_Fe_3.001,5,possible,0.02297564349570178,0.021714192380597328,5.490384264277252,6L-Fhy_SA_0.8,False,"Biotite, Maghemite, Siderite-s","Maghemite, Siderite-s, 6L-Fhy_SA_0.8"
FeXANES_GT5_flakysmooth2_Fe_4.001,5,possible,0.01866713364414016,0.016505416988420486,11.580335240157575,6L-Fhy_SA_0.8,False,"Maghemite, Siderite-s, Vivianite","Maghemite, Siderite-s, 6L-Fhy_SA_0.8"
FeXANES_GT5_flakysmooth2_Fe_5.001,3,possible,0.027400375910725798,0.027400375910725798,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
FeXANES_GT5_flakysmooth2_Fe_6.001,3,possible,0.028983773021883354,0.028983773021883354,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
FeXANES_GT5_flakysmooth2_Fe_7.001,3,possible,0.025559357463963744,0.025559357463963744,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
FeXANES_GT5_flakysmooth2_Fe_8.001,3,possible,0.031721645322488376,0.031721645322488376,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
FeXANES_GT5_flakysmooth2_Fe_9.001,3,possible,0.03279439208013959,0.03279439208013959,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
FeXANES_GT5_white_gray_particles_Fe_1.001,5,possible,0.013301103534012622,0.013273179528666924,0.20993750837509795,6L-Fhy_SA_0.8,False,"Maghemite, Siderite-n, Siderite-s","Maghemite, Siderite-s, 6L-Fhy_SA_0.8"
FeXANES_GT5_white_gray_particles_Fe_2.001,2,possible,0.011683999915553168,0.0,100.0,6L-Fhy_SA_0.8,True,"Ilmenite, Nontronite, Vivianite","6L-Fhy, 6L-Fhy_SA_0.8, empirical_SA_C2"
FeXANES_GT5_white_gray_particles_Fe_3.001,5,possible,0.014041179542499487,0.007413145183004448,47.20425616262133,6L-Fhy_SA_0.8,True,"Ilmenite, Maghemite, Vivianite","Siderite-n, 6L-Fhy_SA_0.8, empirical_SA_C2"
FeXANES_GT5_white_gray_particles_Fe_5.001,3,possible,0.02132981413510603,0.02132981413510603,0.0,,False,"Biotite, Pyrrhotite, Siderite-n","Biotite, Pyrrhotite, Siderite-n"
