spectrum,cluster,wl_intensity,wl_energy,e0,e0_deriv,preedge_centroid,wl_ratio,edge_step,r_factor
FeXANES_GT5_concentric_gray3_Fe_9.001,1,1.2080014383334314,7129.399999999973,7119.0430500319,7118.199999999983,,1.2934496080021465,0.9339377667749286,0.0159
FeXANES_GT5_flaky2_FeXRD_1.001,2,1.3847780500000768,7129.799999999973,7121.77662657078,7123.5999999999785,7112.356391565114,1.5334700664086396,0.9030355924998282,0.011
FeXANES_GT5_flaky2_FeXRD_10.001,1,1.445911280000131,7129.399999999973,7120.534677451137,7122.999999999979,,1.5626580912991548,0.9252895998497257,0.0146
FeXANES_GT5_flaky2_FeXRD_11.001,2,1.446113064999916,7129.799999999973,7121.219638408922,7122.799999999979,,1.572949554023872,0.9193639181247188,0.0132
FeXANES_GT5_flaky2_FeXRD_12.001,2,1.3144591316674243,7131.799999999971,7122.070012704695,7122.999999999979,7112.922734081947,1.4546495063555136,0.9036260115748962,0.0102
FeXANES_GT5_flaky2_FeXRD_13.001,2,1.303778156666829,7131.199999999972,7121.932476757549,7123.199999999979,7112.647850909357,1.4423892814098065,0.903901722974884,0.0085
FeXANES_GT5_flaky2_FeXRD_14.001,2,1.314206939999898,7131.399999999971,7121.917385127472,7122.799999999979,7112.8484255338435,1.456506960867117,0.9023004869248945,0.0097
FeXANES_GT5_flaky2_FeXRD_15.001,2,1.4022822099997931,7129.599999999973,7121.167145843139,7122.599999999979,,1.5086492360064627,0.9294951911497777,0.0096
FeXANES_GT5_flaky2_FeXRD_16.001,2,1.3889216700001485,7129.799999999973,7121.460435146253,7122.39999999998,,1.5362809978745846,0.9040804852248353,0.0093
FeXANES_GT5_flaky2_FeXRD_17.001,1,1.2294437950001174,7128.799999999974,7118.555787274285,7118.199999999983,,1.305064429303231,0.9420560145498049,0.0206
FeXANES_GT5_flaky2_FeXRD_18.001,1,1.207261991667108,7128.799999999974,7118.672906933866,7118.199999999983,,1.298658731009357,0.9296222039248043,0.0182
FeXANES_GT5_flaky2_FeXRD_2.001,1,1.4038284550000302,7129.399999999973,7119.585511956296,7119.399999999982,,1.491167459298559,0.9414291106247632,0.0215
FeXANES_GT5_flaky2_FeXRD_3.001,2,1.3605179716664144,7131.999999999971,7122.262823466763,7122.39999999998,7112.98903208743,1.528526922401318,0.8900844019999586,0.0103
FeXANES_GT5_flaky2_FeXRD_4.001,1,1.2553835933337198,7129.399999999973,7119.614765139538,7119.1999999999825,,1.3555244448804475,0.926123905824834,0.0099
FeXANES_GT5_flaky2_FeXRD_5.001,2,1.3791838183339393,7129.999999999973,7121.450874819547,7122.799999999979,,1.5686776409718821,0.8792015531498614,0.0118
FeXANES_GT5_flaky2_FeXRD_6.001,1,1.3295273900003732,7129.999999999973,7120.049260325172,7119.399999999982,,1.44713877980741,0.9187283269247412,0.0066
FeXANES_GT5_flaky2_FeXRD_7.001,1,1.3850666716663396,7129.599999999973,7120.153491264008,7119.599999999982,,1.4898825059145435,0.9296482549247302,0.0085
FeXANES_GT5_flaky2_FeXRD_8.001,1,1.3275296949999722,7129.599999999973,7119.581285653388,7119.599999999982,,1.433013779440958,0.9263900417746598,0.0109
FeXANES_GT5_flaky2_Fe_1.001,1,1.2144554266663794,7129.599999999973,7119.856702245809,7120.799999999981,,1.2755032305946625,0.9521382600498616,0.0111
FeXANES_GT5_flaky2_Fe_10.001,2,1.284776488333086,7130.799999999972,7121.546932337124,7122.799999999979,7112.852220309414,1.4040215312471553,0.9150689357248339,0.0069
FeXANES_GT5_flaky2_Fe_11.001,4,1.1837720899999984,7130.399999999972,7119.236394222852,7119.1999999999825,7112.470855084177,1.2274123988291248,0.96444527619995,0.0135
FeXANES_GT5_flaky2_Fe_12.001,4,1.1998466333324997,7129.599999999973,7119.539286811467,7118.799999999983,7112.53922852654,1.2597674905222118,0.9524349868999452,0.0123
FeXANES_GT5_flaky2_Fe_13.001,4,1.1387546599999883,7129.799999999973,7119.068460175609,7119.399999999982,7112.358148790525,1.1820907526501416,0.9633394537999745,0.0154
FeXANES_GT5_flaky2_Fe_14.001,4,1.1784733916667605,7129.999999999973,7118.967474982046,7119.1999999999825,7112.550983351036,1.210487470430567,0.9735527384249428,0.0177
FeXANES_GT5_flaky2_Fe_15.001,4,1.1236010699999583,7130.1999999999725,7119.014540502132,7119.1999999999825,7112.400548618309,1.1767363626980576,0.954845202049957,0.0132
FeXANES_GT5_flaky2_Fe_16.001,4,1.1567985250001092,7130.399999999972,7119.331432399186,7119.399999999982,7112.406011582176,1.2076050756698091,0.9579278427249739,0.0124
FeXANES_GT5_flaky2_Fe_167.001,4,1.1755818700001122,7129.799999999973,7119.681695881321,7120.399999999981,7112.471198999477,1.2074448903336403,0.9736112011499557,0.0128
FeXANES_GT5_flaky2_Fe_18.001,4,1.1448589749998452,7130.1999999999725,7119.4133172635875,7119.1999999999825,7112.230417798064,1.2019471990821922,0.9525035507999523,0.0113
FeXANES_GT5_flaky2_Fe_19.001,5,1.187757156666443,7131.399999999971,7120.50820553021,7119.799999999982,7112.598159910449,1.2704046096213752,0.9349439915999959,0.0118
FeXANES_GT5_flaky2_Fe_2.001,5,1.229888404999433,7130.1999999999725,7120.884952370992,7122.39999999998,7113.095333937898,1.2969100156066597,0.9483220810999167,0.0121
FeXANES_GT5_flaky2_Fe_20.001,3,1.30597488499976,7125.999999999976,7119.003428440389,7118.999999999983,,1.368449881308594,0.9543461567996253,0.0118
FeXANES_GT5_flaky2_Fe_21.001,5,1.2602137999999383,7130.399999999972,7120.040021378804,7118.999999999983,7112.560032772016,1.3117598319349395,0.9607046726999049,0.0118
FeXANES_GT5_flaky2_Fe_23.001,2,1.350097189999603,7130.1999999999725,7121.521372929801,7122.599999999979,7112.514811797575,1.466091517734404,0.9208819324498578,0.0102
FeXANES_GT5_flaky2_Fe_24.001,2,1.3586956383334303,7129.999999999973,7121.382631035213,7122.799999999979,7112.520507712788,1.4775048402111608,0.919587944049814,0.0086
FeXANES_GT5_flaky2_Fe_25.001,2,1.3706073849998033,7131.999999999971,7122.379427517033,7122.19999999998,7112.79914692083,1.5407642301394173,0.8895633466749048,0.012
FeXANES_GT5_flaky2_Fe_26.001,2,1.3646695833331206,7131.999999999971,7122.389952689072,7122.799999999979,7112.788512164646,1.5501499380998056,0.8803468295498891,0.0109
FeXANES_GT5_flaky2_Fe_27.001,2,1.3825547600003625,7131.799999999971,7122.276499282315,7122.999999999979,7112.727669991811,1.5400847225666143,0.8977134437748842,0.011
FeXANES_GT5_flaky2_Fe_28.001,2,1.2387009900000185,7130.399999999972,7122.300992157709,7122.19999999998,7112.947252563181,1.3593674964601314,0.911233344349975,0.0073
FeXANES_GT5_flaky2_Fe_29.001,4,1.2040919000000114,7129.399999999973,7118.097951937312,7118.399999999983,7110.776958978301,1.225237164965285,0.9827419004500466,0.0261
FeXANES_GT5_flaky2_Fe_3.001,2,1.236196878333557,7131.799999999971,7122.425626798211,7122.39999999998,7112.993766430972,1.4157359836155274,0.8731832012749575,0.0078
FeXANES_GT5_flaky2_Fe_30.001,1,1.291238915000003,7128.199999999974,7119.771704403605,7119.999999999982,,1.3727725907250534,0.9406065678496778,0.0185
FeXANES_GT5_flaky2_Fe_31.001,1,1.3165101999999873,7129.199999999973,7119.337655548106,7119.599999999982,,1.4088569221819531,0.9344527320496501,0.009
FeXANES_GT5_flaky2_Fe_32.001,1,1.291522848333617,7129.399999999973,7119.700005012545,7119.1999999999825,,1.3887900795108026,0.9299626108998073,0.0096
FeXANES_GT5_flaky2_Fe_4.001,2,1.3919341183333978,7131.799999999971,7122.449181710262,7126.399999999976,7112.628938113789,1.551143479267527,0.8973600037249229,0.0137
FeXANES_GT5_flaky2_Fe_5.001,1,1.2983684300000724,7130.399999999972,7119.937577847064,7120.799999999981,7110.3999999999905,1.3633601148993661,0.9523297739247044,0.0241
FeXANES_GT5_flaky2_Fe_6.001,1,1.3586558516662528,7128.399999999974,7120.218728141302,7120.599999999981,,1.4027411652379365,0.9685720254996539,0.0214
FeXANES_GT5_flaky2_Fe_7.001,5,1.2547375083334436,7130.599999999972,7120.8394843797605,7122.999999999979,7112.701027584415,1.3306921599867894,0.9429209444999662,0.0085
FeXANES_GT5_flaky2_Fe_8.001,5,1.26487023500023,7130.599999999972,7121.170966285543,7122.799999999979,7112.697180626824,1.3655391101103846,0.9262790246249213,0.0095
FeXANES_GT5_flaky2_Fe_9.001,2,1.3215320283327872,7131.399999999971,7121.5494839722005,7122.999999999979,7112.873149487696,1.4370874682371126,0.919590531224882,0.0102
FeXANES_GT5_flaky_nodule_Fe.001,4,1.0942648983335002,7129.999999999973,7118.242103427006,7119.1999999999825,7112.667025415296,1.094170866738954,1.000085938675032,0.0438
FeXANES_GT5_flaky_nodule_Fe_10.001,5,1.273451688333689,7129.399999999973,7120.571831183521,7120.999999999981,7112.467795285253,1.3487436901187142,0.9441761971999305,0.0131
FeXANES_GT5_flaky_nodule_Fe_2.001,4,1.1267567083327474,7130.1999999999725,7119.3675697999815,7119.599999999982,7112.489380502597,1.166846443567302,0.9656426640749818,0.0332
FeXANES_GT5_flaky_nodule_Fe_3.001,4,1.1119231066664717,7130.1999999999725,7119.234430687105,7119.399999999982,7112.612993969023,1.1190666700697534,0.9936164988250107,0.0429
FeXANES_GT5_flaky_nodule_Fe_4.001,4,1.1082193199999952,7129.799999999973,7118.667602776261,7122.19999999998,7112.4357954219495,1.1288074214908899,0.9817611923000094,0.0399
FeXANES_GT5_flaky_nodule_Fe_5.001,4,1.1231013649998647,7129.799999999973,7119.920878348596,7126.599999999976,7112.4792584183515,1.155867672216508,0.9716521986000264,0.0391
FeXANES_GT5_flaky_nodule_Fe_6.001,4,1.1458744266666232,7130.1999999999725,7119.292594687657,7119.399999999982,7112.498467103957,1.1724900295988483,0.9772999323999955,0.0346
FeXANES_GT5_flaky_nodule_Fe_7.001,5,1.1736402783334832,7129.999999999973,7121.600746986297,7122.19999999998,7113.037947132752,1.2656995350708873,0.9272661052749394,0.0134
FeXANES_GT5_flaky_nodule_Fe_8.001,2,1.1872913283331457,7129.599999999973,7122.283521899016,7122.19999999998,7113.0991301536205,1.296253582702794,0.9159406339749873,0.0132
FeXANES_GT5_flaky_nodule_Fe_9.001,1,1.356297113333353,7129.399999999973,7119.636913318518,7119.1999999999825,7110.41929509674,1.4494593044255157,0.9357262457747395,0.0098
FeXANES_GT5_flakysmooth2_Fe_1.001,4,1.1284199416664813,7130.1999999999725,7119.39916624019,7119.399999999982,7112.645110176,1.174553604165966,0.9607223864999813,0.0148
FeXANES_GT5_flakysmooth2_Fe_10.001,3,1.324712024999983,7126.199999999976,7118.4008320325465,7118.199999999983,,1.3502028320970372,0.9811207571995212,0.0192
FeXANES_GT5_flakysmooth2_Fe_11.001,3,1.2632788483334558,7126.399999999976,7118.454331656049,7118.399999999983,,1.2948471969696735,0.975620020099594,0.0202
FeXANES_GT5_flakysmooth2_Fe_12.001,4,1.1282834266669484,7129.399999999973,7118.342461225509,7118.999999999983,7111.006961184262,1.1697193297635893,0.9645762004249211,0.0167
FeXANES_GT5_flakysmooth2_Fe_13.001,1,1.2526071399998273,7129.799999999973,7119.443905291279,7119.1999999999825,7111.050715270254,1.3365415786803878,0.9372002786748829,0.0092
FeXANES_GT5_flakysmooth2_Fe_14.001,4,1.1853916783332785,7129.599999999973,7118.837759904856,7118.199999999983,,1.2780276468415945,0.9275164596499548,0.0215
FeXANES_GT5_flakysmooth2_Fe_15.001,1,1.2000062016664095,7129.599999999973,7118.728862055941,7118.199999999983,,1.283559187798574,0.9349052330999509,0.0216
FeXANES_GT5_flakysmooth2_Fe_16.001,4,1.1293777700001761,7129.999999999973,7119.681411842487,7119.799999999982,7112.655733129591,1.1894012638298979,0.9495346981249668,0.0135
FeXANES_GT5_flakysmooth2_Fe_17.001,4,1.1460773650000382,7129.799999999973,7120.078131587981,7120.599999999981,7112.6276974759685,1.2130860827368815,0.9447617784999538,0.0131
FeXANES_GT5_flakysmooth2_Fe_18.001,4,1.168050136666383,7130.1999999999725,7119.008895045094,7118.399999999983,,1.2660684302502727,0.9225805720749913,0.0188
FeXANES_GT5_flakysmooth2_Fe_19.001,5,1.1650611783331308,7130.799999999972,7119.802286998598,7118.199999999983,,1.2709298855340447,0.916699805075063,0.0179
FeXANES_GT5_flakysmooth2_Fe_2.001,4,1.112463840000311,7129.999999999973,7119.491341043979,7119.799999999982,7112.644641198908,1.1619269591954642,0.9574300959249605,0.0146
FeXANES_GT5_flakysmooth2_Fe_20.001,3,1.2741181300000537,7129.199999999973,7118.836064841987,7118.799999999983,,1.3416779590968606,0.9496452716997124,0.0142
FeXANES_GT5_flakysmooth2_Fe_21.001,3,1.2776639950005162,7129.399999999973,7118.776608543852,7118.799999999983,,1.3444271043931,0.950340848399719,0.0148
FeXANES_GT5_flakysmooth2_Fe_22.001,1,1.573706073333737,7129.399999999973,7120.157919957443,7123.399999999979,7112.424315680877,1.7289959969776554,0.9101849142997609,0.0393
FeXANES_GT5_flakysmooth2_Fe_3.001,5,1.1062010883335014,7129.399999999973,7121.417876376445,7120.999999999981,7113.168242567287,1.1550189675235036,0.9577341320249715,0.0208
FeXANES_GT5_flakysmooth2_Fe_4.001,5,1.1180319566666324,7130.1999999999725,7121.4200474488525,7121.3999999999805,7113.129414014158,1.181012239820173,0.9466726245249327,0.0172
FeXANES_GT5_flakysmooth2_Fe_5.001,3,1.270829184999938,7126.599999999976,7118.393539505017,7118.199999999983,,1.3061152627257429,0.9729839480995223,0.0249
FeXANES_GT5_flakysmooth2_Fe_6.001,3,1.2775934849999753,7126.599999999976,7118.4521106649745,7118.399999999983,,1.2955557089327157,0.9861355063245116,0.026
FeXANES_GT5_flakysmooth2_Fe_7.001,3,1.2991043150000983,7126.199999999976,7118.344518792742,7118.199999999983,,1.3231047692994702,0.9818605035245401,0.0243
FeXANES_GT5_flakysmooth2_Fe_8.001,3,1.2348262000002859,7125.199999999977,7118.24731284973,7118.799999999983,,1.2494286167432724,0.9883127242746778,0.0299
FeXANES_GT5_flakysmooth2_Fe_9.001,3,1.2569111650003115,7125.199999999977,7118.262019616026,7118.799999999983,,1.2624622438691802,0.9956029743496679,0.0312
FeXANES_GT5_white_gray_particles_Fe_1.001,5,1.0968419999999917,7131.399999999971,7120.82665508777,7120.799999999981,7112.860446504849,1.1669717832899094,0.9399044738749305,0.0125
FeXANES_GT5_white_gray_particles_Fe_2.001,2,1.2234689483331842,7130.799999999972,7121.744413155116,7121.3999999999805,7113.024295746713,1.27655074275607,0.9584177951999915,0.0128
FeXANES_GT5_white_gray_particles_Fe_3.001,5,1.1676918316668659,7129.999999999973,7121.693496102066,7121.59999999998,7113.003509189213,1.2450680766733362,0.9378538037749632,0.0145
FeXANES_GT5_white_gray_particles_Fe_4.001,3,1.3031786583336977,7126.999999999975,7118.432505546297,7118.399999999983,,1.3289182133114048,0.9806311970745218,0.0186
FeXANES_GT5_white_gray_particles_Fe_5.001,3,1.232459364999956,7127.399999999975,7118.245042740965,7118.199999999983,,1.2520382102663707,0.9843624219246078,0.0202
